Threads,Peak Performance (Mega Adds Per Second), Average Performance (Mega Adds Per Second),,,,
26503,50667.53906,,,,,
26504,51291.12109,,,,,
26505,54110.62109,,,,,
26506,42629.43359,,,,,
26507,49171.53906,,,,,
26508,43098.77344,,,,,
26509,53776.92969,,,,,
26510,50928.5,,,,,
26511,46423.20313,,,,,
26512,52956.52344,,,,,
26513,56379.75,,,,,
26514,42940.52734,,,,,
26515,39417.39844,,,,,
26516,53174.08203,,,,,
26517,53424.98438,,,,,
26518,50788.17188,,,,,
26519,52352.57422,,,,,
26520,53789.11328,,,,,
26521,54731.82813,,,,,
26522,59426.80078,,,,,
26523,41409.63672,,,,,
26524,53078.58984,,,,,
26525,47423.50391,,,,,
26526,41482.99219,,,,,
26527,44880.47656,,,,,
26528,31919.06445,,,,,
26529,47177.32031,,,,,
26530,57402.83984,,,,,
26531,34625.375,,,,,
26532,49058.21484,,,,,
26533,38307.95703,,,,,
26534,36106.97656,,,,,
26535,24801.66992,,,,,
26536,32109.87305,,,,,
26537,38585.29688,,,,,
26538,48038.40234,,,,,
26539,34840.32422,,,,,
26540,30250.18359,,,,,
26541,23781.53906,,,,,
26542,33103.89453,,,,,
26543,37976.54688,,,,,
26544,29017.66992,,,,,
26545,27938.80078,,,,,
26546,43795.30469,,,,,
26547,21040.96484,,,,,
26548,26148.66211,,,,,
26549,20770.74609,,,,,
26550,26366.25586,,,,,
26551,13395.01074,,,,,
26552,20840.32422,,,,,
26553,18605.67578,,,,,
26554,17951.625,,,,,
26555,18733.73047,,,,,
26556,18682.52734,,,,,
26557,16368.31641,,,,,
26558,6635.273926,,,,,
26559,13026.93457,,,,,
26560,11754.63867,,,,,
26561,2208.850098,,,,,
26562,3258.057129,,,,,
26563,12052.8457,,,,,
26564,10168.21875,,,,,
26565,-589.820435,,,,,
26566,-5609.52002,,,,,
26567,-8875.71582,,,,,
26568,6378.45752,,,,,
26569,-3964.949951,,,,,
26570,-10742.26563,,,,,
26571,-3781.028809,,,,,
26572,50.74498,,,,,
26573,-4120.856934,,,,,
26574,-3476.762451,,,,,
26575,-8667.547852,,,,,
26576,-31456.41797,,,,,
26577,-13076.44531,,,,,
26578,-13007.68457,,,,,
26579,-13348.69531,,,,,
26580,-12759.06641,,,,,
26581,-24608.75,,,,,
26582,-23192.12109,,,,,
26583,-32462.1543,,,,,
26584,-22585.91211,,,,,
26585,-24948.45898,,,,,
26586,-18274.1543,,,,,
26587,-25917.39063,,,,,
26588,-37981.73438,,,,,
26589,-27928.7168,,,,,
26590,-38240.25781,,,,,
26591,-23146.86328,,,,,
26592,-29454.39258,,,,,
26593,-32757.65625,,,,,
26594,-32014.99219,,,,,
26595,-36740.125,,,,,
26596,-29441.49219,,,,,
26597,-33485.46094,,,,,
26598,-43682.10156,,,,,
26599,-45359.64844,,,,,
26600,-38025.09766,,,,,
26601,-47323.96875,,,,,
26602,-42629.69531,,,,,
26603,-30768.54492,,,,,
26604,-39101.27734,,,,,
26605,-44660.95703,,,,,
26606,-52231.98828,,,,,
26607,-50325.67578,,,,,
26608,-41213.98047,,,,,
26609,-33684.58984,,,,,
26610,-50123.20313,,,,,
26611,-39452.53906,,,,,
26612,-42893.53125,,,,,
26613,-41517.28906,,,,,
26614,-58396.52734,,,,,
26615,-51068.11719,,,,,
26616,-48173.18359,,,,,
26617,-56290.35547,,,,,
26618,-48374.86719,,,,,
26619,-47009.21875,,,,,
26620,-54051.90625,,,,,
26621,-50043.19922,,,,,
26622,-43369.41406,,,,,
26623,-48676.98828,,,,,
26624,-39860.21484,,,,,
26625,-40695.34766,,,,,
26626,-45968.66797,,,,,
26627,-54046.44922,,,,,
26628,-52945.72656,,,,,
26629,-45593.94531,,,,,
26630,-52156.68359,,,,,
26631,-42929.78906,,,,,
26632,-36868.80859,,,,,
26633,-41377.16406,,,,,
26634,-37532.39453,,,,,
26635,-47294.67578,,,,,
26636,-55347.19922,,,,,
26637,-36501.11719,,,,,
26638,-43972.74609,,,,,
26639,-49944.83203,,,,,
26640,-43357.48047,,,,,
26641,-35430.88281,,,,,
26642,-43394.34766,,,,,
26643,-32328.22852,,,,,
26644,-35388.99609,,,,,
26645,-32630.08984,,,,,
26646,-38188.88281,,,,,
26647,-28698.46289,,,,,
26648,-38218.375,,,,,
26649,-44197.42188,,,,,
26650,-30681.45898,,,,,
26651,-34389.75781,,,,,
26652,-32585.99609,,,,,
26653,-29930.72656,,,,,
26654,-27789.0918,,,,,
26655,-29077.96875,,,,,
26656,-25851.38672,,,,,
26657,-27429.2207,,,,,
26658,-23690.16602,,,,,
26659,-18530.33398,,,,,
26660,-10034.85059,,,,,
26661,-16139.62891,,,,,
26662,-11579.56152,,,,,
26663,-19546.14844,,,,,
26664,-13022.55859,,,,,
26665,-6936.497559,,,,,
26666,-10831.17969,,,,,
26667,-10620.27051,,,,,
26668,-10427.25,,,,,
26669,1371.583984,,,,,
26670,-8307.848633,,,,,
26671,200.347015,,,,,
26672,-4940.075684,,,,,
26673,5551.725586,,,,,
26674,15353.33398,,,,,
26675,5826.679688,,,,,
26676,7927.448242,,,,,
26677,-2051.562744,,,,,
26678,10036.36133,,,,,
26679,6052.815918,,,,,
26680,13340.87793,,,,,
26681,12066.16309,,,,,
26682,9610.711914,,,,,
26683,8610.978516,,,,,
26684,9710.93457,,,,,
26685,13726.03125,,,,,
26686,17495.59766,,,,,
26687,15327.25488,,,,,
26688,25286.36133,,,,,
26689,13766.42871,,,,,
26690,19895.85547,,,,,
26691,34309.44531,,,,,
26692,17431.17188,,,,,
26693,28181.23047,,,,,
26694,22982.59375,,,,,
26695,27100.37305,,,,,
26696,17077.24023,,,,,
26697,41137.66016,,,,,
26698,22552.0625,,,,,
26699,29953.31836,,,,,
26700,32542.55078,,,,,
26701,39154.13281,,,,,
26702,34728.96875,,,,,
26703,32753.70898,,,,,
26704,39250.32422,,,,,
26705,41598.44922,,,,,
26706,36843.16016,,,,,
26707,32440.72852,,,,,
26708,45243.08594,,,,,
26709,37091.34766,,,,,
26710,29706.8418,,,,,
26711,41095.24219,,,,,
26712,40682.60938,,,,,
26713,53247.17578,,,,,
26714,47899.21484,,,,,
26715,53189.54688,,,,,
26716,45682.19922,,,,,
26717,43669.04297,,,,,
26718,43594.54297,,,,,
26719,45423.34375,,,,,
26720,52638.90234,,,,,
26721,45102.89844,,,,,
26722,57833.44922,,,,,
26723,46183.83594,,,,,
26724,50682.22266,,,,,
26725,45225.59375,,,,,
26726,53550.99609,,,,,
26727,54634.58984,,,,,
26728,48742.39453,,,,,
26729,43142.05859,,,,,
26730,49758.87109,,,,,
26731,61741.1875,,,,,
26732,48237.83984,,,,,
26733,31728.14453,,,,,
26734,43414.06641,,,,,
26735,43157.82422,,,,,
26736,48571.56641,,,,,
26737,45258.24219,,,,,
26738,42185.72266,,,,,
26739,40750.16406,,,,,
26740,56877.39453,,,,,
26741,45853.87109,,,,,
26742,44446.4375,,,,,
26743,45160.39453,,,,,
26744,45198.26953,,,,,
26745,48813.73828,,,,,
26746,35659.75391,,,,,
26747,25330.80664,,,,,
26748,48707.54688,,,,,
26749,38116.94922,,,,,
26750,37936.70313,,,,,
26751,43626.44141,,,,,
26752,48339.87109,,,,,
26753,35338.12109,,,,,
26754,31297.125,,,,,
26755,28824.14258,,,,,
26756,34691.46094,,,,,
26757,42649.61719,,,,,
26758,19019.89844,,,,,
26759,43144.21094,,,,,
26760,36925.70703,,,,,
26761,17382.75195,,,,,
26762,33292.86328,,,,,
26763,24743.06641,,,,,
26764,18447.29102,,,,,
26765,25776.0293,,,,,
26766,17974.34375,,,,,
26767,30021.11133,,,,,
26768,24306.61914,,,,,
26769,17767.19727,,,,,
26770,23027.97461,,,,,
26771,12226.92285,,,,,
26772,15114.9707,,,,,
26773,20534.44336,,,,,
26774,17265.58594,,,,,
26775,14273.6875,,,,,
26776,3897.755371,,,,,
26777,14277.06543,,,,,
26778,6974.735352,,,,,
26779,8411.510742,,,,,
26780,6333.335449,,,,,
26781,-5110.612793,,,,,
26782,-3875.653564,,,,,
26783,-4558.793945,,,,,
26784,3930.399414,,,,,
26785,8152.71875,,,,,
26786,-1808.468872,,,,,
26787,-15506.64844,,,,,
26788,-8564.308594,,,,,
26789,-10875.99316,,,,,
26790,-14769.29492,,,,,
26791,-13251.49414,,,,,
26792,-12589.5332,,,,,
26793,-17459.58594,,,,,
26794,-7776.366211,,,,,
26795,-11656.31152,,,,,
26796,-22759.72656,,,,,
26797,-30291.37109,,,,,
26798,-33514.99609,,,,,
26799,-26324.82617,,,,,
26800,-8522.222656,,,,,
26801,-21170.12695,,,,,
26802,-23363.13281,,,,,
26803,-26704.36133,,,,,
26804,-32374.11133,,,,,
26805,-33899.45313,,,,,
26806,-26031.24414,,,,,
26807,-35180.03125,,,,,
26808,-32527.85156,,,,,
26809,-24500.47461,,,,,
26810,-36902.90234,,,,,
26811,-43609.60938,,,,,
26812,-29451.19922,,,,,
26813,-31857.92188,,,,,
26814,-31205.9668,,,,,
26815,-40181.65625,,,,,
26816,-45922.92578,,,,,
26817,-44418.60156,,,,,
26818,-40851.10938,,,,,
26819,-46223.55859,,,,,
26820,-50932.83203,,,,,
26821,-41961.49219,,,,,
26822,-43554.37891,,,,,
26823,-42515.24219,,,,,
26824,-39600.19531,,,,,
26825,-52665.05078,,,,,
26826,-44487.46094,,,,,
26827,-44984.61719,,,,,
26828,-44776.27344,,,,,
26829,-40498.80078,,,,,
26830,-31434.81641,,,,,
26831,-49220.05469,,,,,
26832,-43732.91016,,,,,
26833,-55700.74219,,,,,
26834,-51654.1875,,,,,
26835,-54329.78906,,,,,
26836,-49521.57813,,,,,
26837,-62142.86328,,,,,
26838,-48659.37109,,,,,
26839,-62206.70703,,,,,
26840,-55519.78906,,,,,
26841,-46237.68359,,,,,
26842,-47670.97656,,,,,
26843,-33087.36328,,,,,
26844,-59268.88672,,,,,
26845,-41156.01563,,,,,
26846,-40226.54297,,,,,
26847,-53558.71484,,,,,
26848,-47746.31641,,,,,
26849,-46241.98047,,,,,
26850,-42322.95313,,,,,
26851,-43089.81641,,,,,
26852,-48368.29688,,,,,
26853,-34361.75,,,,,
26854,-43002.33594,,,,,
26855,-54960.14453,,,,,
26856,-41883.42969,,,,,
26857,-37807.93359,,,,,
26858,-41047.26953,,,,,
26859,-24732.66016,,,,,
26860,-37238.28125,,,,,
26861,-31620.49609,,,,,
26862,-32286.49414,,,,,
26863,-38191.69922,,,,,
26864,-31068.90039,,,,,
26865,-40183.22266,,,,,
26866,-30012.13086,,,,,
26867,-40738.33203,,,,,
26868,-36388.93359,,,,,
26869,-33266.94531,,,,,
26870,-31796.86523,,,,,
26871,-27254.42383,,,,,
26872,-28562.31836,,,,,
26873,-30046.37109,,,,,
26874,-4679.240234,,,,,
26875,-14931.81445,,,,,
26876,-15893.68066,,,,,
26877,-20030.36328,,,,,
26878,-6401.14502,,,,,
26879,-16411.60352,,,,,
26880,-15629.29785,,,,,
26881,-15431.16699,,,,,
26882,-191.566116,,,,,
26883,-17484.5625,,,,,
26884,-6190.199707,,,,,
26885,-5457.196777,,,,,
26886,-886.374939,,,,,
26887,-8719.357422,,,,,
26888,-8497.453125,,,,,
26889,-6133.849609,,,,,
26890,-883.201721,,,,,
26891,5459.028809,,,,,
26892,-422.609039,,,,,
26893,13347.62988,,,,,
26894,10713.76465,,,,,
26895,1541.279663,,,,,
26896,7798.480469,,,,,
26897,10567.3252,,,,,
26898,14414.99902,,,,,
26899,5997.518555,,,,,
26900,32731.50977,,,,,
26901,8492.474609,,,,,
26902,18842.78516,,,,,
26903,12444.96484,,,,,
26904,21138.75781,,,,,
26905,18386.42969,,,,,
26906,18764.09375,,,,,
26907,31501.45117,,,,,
26908,33812.62891,,,,,
26909,21312.68164,,,,,
26910,17775.47656,,,,,
26911,19887.77539,,,,,
26912,23149.06445,,,,,
26913,34046.55469,,,,,
26914,29742.60352,,,,,
26915,28042.0625,,,,,
26916,36174.32813,,,,,
26917,36460.42578,,,,,
26918,48451.50391,,,,,
26919,37147.29688,,,,,
26920,48268.39063,,,,,
26921,35646.02344,,,,,
26922,37273.47266,,,,,
26923,37960.76172,,,,,
26924,37343.25,,,,,
26925,33320.91406,,,,,
26926,44257.35547,,,,,
26927,42451.26172,,,,,
26928,45147.60938,,,,,
26929,30859.83789,,,,,
26930,41088.75,,,,,
26931,48887.55078,,,,,
26932,46756.375,,,,,
26933,55995.99219,,,,,
26934,50297.57031,,,,,
26935,49063.40625,,,,,
26936,42481.93359,,,,,
26937,43031.75391,,,,,
26938,34621.51563,,,,,
26939,32439.19336,,,,,
26940,48104.70313,,,,,
26941,50437.88281,,,,,
26942,48055.19141,,,,,
26943,47375.42188,,,,,
26944,46061.60156,,,,,
26945,50784.85547,,,,,
26946,54307.75781,,,,,
26947,51206.44922,,,,,
26948,55430,,,,,
26949,50450.18359,,,,,
26950,44894.52344,,,,,
26951,38930.07422,,,,,
26952,45077.34766,,,,,
26953,45417.84375,,,,,
26954,44957.9375,,,,,
26955,42153.33984,,,,,
26956,48351.40625,,,,,
26957,45405.79688,,,,,
26958,45855.96875,,,,,
26959,44201.04297,,,,,
26960,51992.78906,,,,,
26961,43125.41406,,,,,
26962,46939.00781,,,,,
26963,43219.53516,,,,,
26964,43174.97656,,,,,
26965,43587.71484,,,,,
26966,43658.24609,,,,,
26967,43344.55078,,,,,
26968,35320.11328,,,,,
26969,45302.875,,,,,
26970,38716.53906,,,,,
26971,30055.05664,,,,,
26972,34410.36719,,,,,
26973,29796.76367,,,,,
26974,33465.13672,,,,,
26975,32163.55273,,,,,
26976,37050.11719,,,,,
26977,24091.17578,,,,,
26978,29718.58008,,,,,
26979,28526.52344,,,,,
26980,23836.0332,,,,,
26981,15485.14063,,,,,
26982,17828.94336,,,,,
26983,16642.85352,,,,,
26984,18600.24023,,,,,
26985,16239.56934,,,,,
26986,6168.810547,,,,,
26987,17554.69727,,,,,
26988,11828.35449,,,,,
26989,17321.33008,,,,,
26990,14593.20996,,,,,
26991,19700.75391,,,,,
26992,4292.180176,,,,,
26993,-549.419189,,,,,
26994,11130.52344,,,,,
26995,7746.771484,,,,,
26996,4457.782715,,,,,
26997,-461.782928,,,,,
26998,-7166.662109,,,,,
26999,-6190.931152,,,,,
27000,-12506.1875,,,,,
27001,-10451.52051,,,,,
27002,-7123.028809,,,,,
27003,-7720.444336,,,,,
27004,-7491.693848,,,,,
27005,-8837.640625,,,,,
27006,-4675.808594,,,,,
27007,-23096.66406,,,,,
27008,-11688.93848,,,,,
27009,-19793.29688,,,,,
27010,-11843.10254,,,,,
27011,-19394.31055,,,,,
27012,-11857.48926,,,,,
27013,-12578.66016,,,,,
27014,-18050.62305,,,,,
27015,-30298.01367,,,,,
27016,-23201.86328,,,,,
27017,-25663.59961,,,,,
27018,-22263.44336,,,,,
27019,-17049.75977,,,,,
27020,-25915.95508,,,,,
27021,-21349.71289,,,,,
27022,-27138.55273,,,,,
27023,-28394.70898,,,,,
27024,-25096,,,,,
27025,-39498.53516,,,,,
27026,-23513.92773,,,,,
27027,-36009.45703,,,,,
27028,-33203.5,,,,,
27029,-27672.48242,,,,,
27030,-31669.13867,,,,,
27031,-41516.39453,,,,,
27032,-45397.77344,,,,,
27033,-51002.46875,,,,,
27034,-50693.52734,,,,,
27035,-33874.66016,,,,,
27036,-43253.61719,,,,,
27037,-44949.51563,,,,,
27038,-44470.62891,,,,,
27039,-38823.72266,,,,,
27040,-49668.55078,,,,,
27041,-46833.85547,,,,,
27042,-47537.05859,,,,,
27043,-36027.42969,,,,,
27044,-55119.75781,,,,,
27045,-47989.35547,,,,,
27046,-41737.35938,,,,,
27047,-50551.77344,,,,,
27048,-39409.35938,,,,,
27049,-47686.375,,,,,
27050,-59095.75391,,,,,
27051,-50144.28125,,,,,
27052,-52131.77734,,,,,
27053,-51873.00781,,,,,
27054,-55593.97656,,,,,
27055,-53983.40625,,,,,
27056,-46675.69922,,,,,
27057,-52999.21484,,,,,
27058,-41286.98828,,,,,
27059,-51775.68359,,,,,
27060,-45706.74609,,,,,
27061,-44828.54688,,,,,
27062,-52866.21094,,,,,
27063,-41156.82031,,,,,
27064,-56786.27344,,,,,
27065,-41056.85547,,,,,
27066,-40864.60547,,,,,
27067,-48396.71484,,,,,
27068,-42619.44922,,,,,
27069,-24116.63672,,,,,
27070,-45616.84766,,,,,
27071,-36686.49609,,,,,
27072,-39379.83984,,,,,
27073,-29507.69727,,,,,
27074,-37327.98438,,,,,
27075,-37945.17188,,,,,
27076,-33283.35547,,,,,
27077,-46280.875,,,,,
27078,-46697.73438,,,,,
27079,-36007.22266,,,,,
27080,-33222.36328,,,,,
27081,-30039.36719,,,,,
27082,-28439.40039,,,,,
27083,-32078.10352,,,,,
27084,-31363.30664,,,,,
27085,-18077.20508,,,,,
27086,-25719.00586,,,,,
27087,-17128.51563,,,,,
27088,-21568.52539,,,,,
27089,-17837.80469,,,,,
27090,-17933.35156,,,,,
27091,-23848.0625,,,,,
27092,-18616.50391,,,,,
27093,-22168.16602,,,,,
27094,-21073.33008,,,,,
27095,-7084.414062,,,,,
27096,-12900.50586,,,,,
27097,-12727.67188,,,,,
27098,-17208.20703,,,,,
27099,-3702.072998,,,,,
27100,-13215.7959,,,,,
27101,-336.470123,,,,,
27102,-20892.56445,,,,,
27103,4457.923828,,,,,
27104,-822.135315,,,,,
27105,8226.34668,,,,,
27106,-7863.577637,,,,,
27107,-7806.665039,,,,,
27108,4285.779785,,,,,
27109,-5861.175293,,,,,
27110,12940.0791,,,,,
27111,5617.690918,,,,,
27112,14785.45508,,,,,
27113,11288.73047,,,,,
27114,16993.05664,,,,,
27115,11998.8457,,,,,
27116,15303.74609,,,,,
27117,6060.554199,,,,,
27118,13586.27637,,,,,
27119,27017.48633,,,,,
27120,19416.86719,,,,,
27121,23871.06445,,,,,
27122,27709.10938,,,,,
27123,28988.55859,,,,,
27124,27110.72266,,,,,
27125,29381.40625,,,,,
27126,25851.1543,,,,,
27127,33343.05469,,,,,
27128,37726.60156,,,,,
27129,34890.83984,,,,,
27130,35376.94531,,,,,
27131,21973.5918,,,,,
27132,32375.74414,,,,,
27133,42197.75391,,,,,
27134,36461.03906,,,,,
27135,37866.84375,,,,,
27136,42940.21094,,,,,
27137,39988.97656,,,,,
27138,35938.09766,,,,,
27139,44270.03906,,,,,
27140,31099.70703,,,,,
27141,57596.48438,,,,,
27142,55976.79688,,,,,
27143,40074.46094,,,,,
27144,35403.32422,,,,,
27145,46497.67578,,,,,
27146,47410.35938,,,,,
27147,50605.28125,,,,,
27148,54798.91797,,,,,
27149,46395.125,,,,,
27150,39124.24609,,,,,
27151,49566.91016,,,,,
27152,52723.01953,,,,,
27153,57118.26953,,,,,
27154,54704.55859,,,,,
27155,53157.04297,,,,,
27156,47375.24219,,,,,
27157,61438.62891,,,,,
27158,42449.64844,,,,,
27159,46419.88672,,,,,
27160,51122.03516,,,,,
27161,49389.65625,,,,,
27162,57348.82813,,,,,
27163,60372.55078,,,,,
27164,51888.03125,,,,,
27165,48626.23047,,,,,
27166,51707.85547,,,,,
27167,50214.91797,,,,,
27168,51530.89844,,,,,
27169,53036.375,,,,,
27170,37650.30078,,,,,
27171,53435.44531,,,,,
27172,54141.01172,,,,,
27173,49481.56641,,,,,
27174,56198.18359,,,,,
27175,32940.875,,,,,
27176,45062.5,,,,,
27177,39493.57031,,,,,
27178,38678.03125,,,,,
27179,43483.61328,,,,,
27180,46083.06641,,,,,
27181,38472.42188,,,,,
27182,42581.73047,,,,,
27183,32656.77539,,,,,
27184,36200.88281,,,,,
27185,38544.75,,,,,
27186,36766.09766,,,,,
27187,39744.38672,,,,,
27188,30666.29297,,,,,
27189,41665.30078,,,,,
27190,41677.24609,,,,,
27191,27255.96484,,,,,
27192,38686.13281,,,,,
27193,36611.65234,,,,,
27194,30263.5332,,,,,
27195,30959.17773,,,,,
27196,19500.07227,,,,,
27197,9424.6875,,,,,
27198,21001.21289,,,,,
27199,15964.31641,,,,,
27200,10724.93848,,,,,
27201,23832.12305,,,,,
27202,8773.130859,,,,,
27203,19444.39258,,,,,
27204,10438.05078,,,,,
27205,19801.64063,,,,,
27206,16769.30664,,,,,
27207,3953.337158,,,,,
27208,-2690.150146,,,,,
27209,11190.49805,,,,,
27210,11217.84082,,,,,
27211,3179.792969,,,,,
27212,2785.384521,,,,,
27213,-1833.325195,,,,,
27214,-4982.495117,,,,,
27215,1495.4823,,,,,
27216,-11590.71094,,,,,
27217,2370.266113,,,,,
27218,5924.635254,,,,,
27219,-8757.834961,,,,,
27220,-10696.94336,,,,,
27221,-13753.00781,,,,,
27222,-5113.375,,,,,
27223,-8167.876953,,,,,
27224,-23971.51953,,,,,
27225,-22084.32813,,,,,
27226,-19662.77344,,,,,
27227,-18828.50977,,,,,
27228,-21084.26758,,,,,
27229,-26130.67578,,,,,
27230,-27639.07813,,,,,
27231,-30419.73047,,,,,
27232,-25815.76367,,,,,
27233,-22711.80859,,,,,
27234,-33108.50391,,,,,
27235,-26734.55078,,,,,
27236,-29022.41992,,,,,
27237,-31975.30469,,,,,
27238,-29635.88086,,,,,
27239,-33140.01172,,,,,
27240,-25055.21289,,,,,
27241,-33576.125,,,,,
27242,-27153.6875,,,,,
27243,-45484.04688,,,,,
27244,-44081.31641,,,,,
27245,-36608.19141,,,,,
27246,-49828.29297,,,,,
27247,-42399.27344,,,,,
27248,-40697.16406,,,,,
27249,-44067.71875,,,,,
27250,-40293.82031,,,,,
27251,-41599.77734,,,,,
27252,-29903.39063,,,,,
27253,-36346.85938,,,,,
27254,-44285.35938,,,,,
27255,-47001.71875,,,,,
27256,-55300.73438,,,,,
27257,-39683.85938,,,,,
27258,-45933.05859,,,,,
27259,-34704.25,,,,,
27260,-48788.83594,,,,,
27261,-53317.64453,,,,,
27262,-49901.63281,,,,,
27263,-44916.95703,,,,,
27264,-43364.09766,,,,,
27265,-48588.48047,,,,,
27266,-51092.83984,,,,,
27267,-44105.28125,,,,,
27268,-50259.84766,,,,,
27269,-42736.26953,,,,,
27270,-37457.39453,,,,,
27271,-54648.29297,,,,,
27272,-51324.85156,,,,,
27273,-54498.73828,,,,,
27274,-63520.19922,,,,,
27275,-49723.77734,,,,,
27276,-41724.0625,,,,,
27277,-42418.72266,,,,,
27278,-52272.11719,,,,,
27279,-45941.73438,,,,,
27280,-44386.67578,,,,,
27281,-38714.32813,,,,,
27282,-45544.63672,,,,,
27283,-52944.04297,,,,,
27284,-35309.28906,,,,,
27285,-49480.33984,,,,,
27286,-40917.78125,,,,,
27287,-28590.30078,,,,,
27288,-45359.29297,,,,,
27289,-46652.97656,,,,,
27290,-51779.38281,,,,,
27291,-29433.99023,,,,,
27292,-28608.14063,,,,,
27293,-31487.7207,,,,,
27294,-32078.44922,,,,,
27295,-37729.27734,,,,,
27296,-28907.19727,,,,,
27297,-33004.5,,,,,
27298,-33873.10156,,,,,
27299,-32036.93164,,,,,
27300,-30884.18945,,,,,
27301,-30353.27539,,,,,
27302,-31409.66211,,,,,
27303,-25148.625,,,,,
27304,-26467.54688,,,,,
27305,-11719.70898,,,,,
27306,-17957.27539,,,,,
27307,-12963.07031,,,,,
27308,-34083.67578,,,,,
27309,-5805.973633,,,,,
27310,-8938.118164,,,,,
27311,-25317.20313,,,,,
27312,-13110.78125,,,,,
27313,-5868.181152,,,,,
27314,-6441.527344,,,,,
27315,-14544.74902,,,,,
27316,-4818.999023,,,,,
27317,-6899.31543,,,,,
27318,-1918.386108,,,,,
27319,-7417.423828,,,,,
27320,5245.459473,,,,,
27321,-2986.362061,,,,,
27322,-8545.472656,,,,,
27323,6859.09375,,,,,
27324,-2015.513184,,,,,
27325,-204.063675,,,,,
27326,-2276.078857,,,,,
27327,14200.98926,,,,,
27328,27246.43164,,,,,
27329,14257.27344,,,,,
27330,9397.806641,,,,,
27331,7343.763184,,,,,
27332,16771.0918,,,,,
27333,19720.17578,,,,,
27334,19054.91016,,,,,
27335,12952.2002,,,,,
27336,22573.55664,,,,,
27337,21961.43555,,,,,
27338,21684.07227,,,,,
27339,28746.77148,,,,,
27340,30770.64648,,,,,
27341,34885.22656,,,,,
27342,28039.89258,,,,,
27343,36000.32813,,,,,
27344,27089.51758,,,,,
27345,25288.58984,,,,,
27346,47462.51953,,,,,
27347,32693.60547,,,,,
27348,33213.16797,,,,,
27349,33563.02734,,,,,
27350,38370.64844,,,,,
27351,28511.06641,,,,,
27352,40800.36328,,,,,
27353,36828.71484,,,,,
27354,33795.08203,,,,,
27355,41454.91406,,,,,
27356,43065.99219,,,,,
27357,55120.97656,,,,,
27358,51935.75781,,,,,
27359,39709.57422,,,,,
27360,40549.55859,,,,,
27361,46569.87109,,,,,
27362,37442.42969,,,,,
27363,47185.35156,,,,,
27364,54209.35938,,,,,
27365,47876.26953,,,,,
27366,47430.91797,,,,,
27367,56040.75781,,,,,
27368,49822.16797,,,,,
27369,46969.45703,,,,,
27370,44912.55859,,,,,
27371,57712.65234,,,,,
27372,46458.35156,,,,,
27373,70698.75,,,,,
27374,58890.13672,,,,,
27375,47565.05469,,,,,
27376,48591.83984,,,,,
27377,43848.66016,,,,,
27378,45897.01172,,,,,
27379,50240.86719,,,,,
27380,49606.85156,,,,,
27381,55286.81641,,,,,
27382,44989.39063,,,,,
27383,50620.33594,,,,,
27384,61766.83594,,,,,
27385,48093.5,,,,,
27386,42993.75391,,,,,
27387,47503.49609,,,,,
27388,46481.25781,,,,,
27389,55810.99219,,,,,
27390,46180.61719,,,,,
27391,46410.08984,,,,,
27392,56230.44531,,,,,
27393,31394.35156,,,,,
27394,50719.25391,,,,,
27395,36082.58984,,,,,
27396,38382.19531,,,,,
27397,40934.50391,,,,,
27398,38075.11719,,,,,
27399,38320.13672,,,,,
27400,42228.35156,,,,,
27401,43163.08203,,,,,
27402,32506.63086,,,,,
27403,23230.37109,,,,,
27404,28163.05469,,,,,
27405,35614.37109,,,,,
27406,27101.06445,,,,,
27407,32255.65234,,,,,
27408,34935.21484,,,,,
27409,28334.59766,,,,,
27410,24813.39258,,,,,
27411,30167.28906,,,,,
27412,20952.84766,,,,,
27413,16284.63965,,,,,
27414,16890.05469,,,,,
27415,33850.94531,,,,,
27416,10306.79004,,,,,
27417,11426.74609,,,,,
27418,27708.07813,,,,,
27419,18047.34766,,,,,
27420,12859.52148,,,,,
27421,17432.49609,,,,,
27422,10927.59277,,,,,
27423,5009.214844,,,,,
27424,3583.084717,,,,,
27425,4911.549805,,,,,
27426,12950.52246,,,,,
27427,-4992.046387,,,,,
27428,-7764.82959,,,,,
27429,-7531.839355,,,,,
27430,6286.515137,,,,,
27431,1548.539062,,,,,
27432,5154.341797,,,,,
27433,-5117.975098,,,,,
27434,-7968.633789,,,,,
27435,1847.090332,,,,,
27436,-6629.804688,,,,,
27437,-7995.039062,,,,,
27438,-15063.00293,,,,,
27439,-11357.06543,,,,,
27440,-25605.54492,,,,,
27441,-18633.18945,,,,,
27442,-23936.74023,,,,,
27443,-18171.77148,,,,,
27444,-20543.47852,,,,,
27445,-23302.07422,,,,,
27446,-34226.28516,,,,,
27447,-14909.98828,,,,,
27448,-38150.35156,,,,,
27449,-19560.46289,,,,,
27450,-27088.28906,,,,,
27451,-22303.33594,,,,,
27452,-25732.36133,,,,,
27453,-18470.57422,,,,,
27454,-31914.54883,,,,,
27455,-47788.45313,,,,,
27456,-38677.86719,,,,,
27457,-41089.73047,,,,,
27458,-37722.21875,,,,,
27459,-52064.17188,,,,,
27460,-44474.4375,,,,,
27461,-43542.9375,,,,,
27462,-38495.30859,,,,,
27463,-47765.02344,,,,,
27464,-43430.95313,,,,,
27465,-36658.83594,,,,,
27466,-44755.91797,,,,,
27467,-47192.625,,,,,
27468,-46588.60938,,,,,
